"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","Metabolites","Compound.ID","Super.Class","Class","Sub.Class","KEGG","level","group"
"195.05102.2",1.76875610999604e-259,-0.641934498275284,0.999,1,9.40978250517893e-257,"195.05102","1,3-Dimethyluric acid;
3,7-Dimethyluric acid;
1,9-Dimethyluric acid;
7,9-Dimethyluric acid;
1,7-Dimethyluric acid","HMDB0001857;
HMDB0001982;
HMDB0002026;
HMDB0004308;
HMDB0011103","Organoheterocyclic compounds;
Organoheterocyclic compounds;
Organoheterocyclic compounds;
Organoheterocyclic compounds;
Organoheterocyclic compounds","Imidazopyrimidines;
Imidazopyrimidines;
Imidazopyrimidines;
Imidazopyrimidines;
Imidazopyrimidines","Purines and purine derivatives;
Purines and purine derivatives;
Purines and purine derivatives;
Purines and purine derivatives;
Purines and purine derivatives",";
C16360;
;
;
C16356","**","neg"
"277.03307.3",1.57102552484552e-37,-0.646877404087699,0.5,0.616,8.35785579217819e-35,"277.03307","Caffeoylmalic acid","HMDB0029318","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives",NA,"**","neg"
"308.09878.2",2.0554211024724e-88,-0.646898061686485,0.759,0.859,1.09348402651532e-85,"308.09878","N-Acetylneuraminic acid;
N-Acetyl-a-neuraminic acid","HMDB0000230;
HMDB0000773","Organic oxygen compounds;
Organic oxygen compounds","Organooxygen compounds;
Organooxygen compounds","Carbohydrates and carbohydrate conjugates;
Carbohydrates and carbohydrate conjugates","C19910;
C19909","**","neg"
"134.91628.3",2.28773958900929e-06,-0.649412897061552,0.21,0.272,0.00121707746135294,"134.91628",NA,NA,NA,NA,NA,NA,NA,"neg"
"135.92117.2",4.68623528283626e-10,-0.659044391874405,0.191,0.271,2.49307717046889e-07,"135.92117",NA,NA,NA,NA,NA,NA,NA,"neg"
"300.04903.2",1.43005933640108e-96,-0.675474832593832,0.752,0.855,7.60791566965374e-94,"300.04903","2-Chloroadenosine;
8-Chloroadenosine","HMDB0245063;
HMDB0247426","Nucleosides, nucleotides, and analogues;
Nucleosides, nucleotides, and analogues","Purine nucleosides;
Purine nucleosides","Unclassified;
Unclassified",";
","**","neg"
"175.02523.3",1.03649544983343e-68,-0.689769447720664,0.787,0.88,5.51415579311386e-66,"175.02523","6-(Hydroxymethyl)-2,4(1H,3H)-pteridinedione","HMDB0033245","Organoheterocyclic compounds","Pteridines and derivatives","Unclassified",NA,"**","neg"
"173.00939.3",7.26582880197172e-10,-0.693588453392014,0.064,0.135,3.86542092264896e-07,"173.00939","cis-Aconitic acid;
trans-Aconitic acid;
Dehydroascorbic acid","HMDB0000072;
HMDB0000958;
HMDB0001264","Organic acids and derivatives;
Organic acids and derivatives;
Organoheterocyclic compounds","Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Lactones","Tricarboxylic acids and derivatives;
Tricarboxylic acids and derivatives;
Gamma butyrolactones","C00417;
C02341;
C05422","*","neg"
"187.00170.2",1.83380127521509e-22,-0.701446483753065,0.357,0.485,9.7558227841443e-20,"187.00170",NA,NA,NA,NA,NA,NA,NA,"neg"
"274.03355.4",1.98658656357425e-09,-0.742519247763656,0.101,0.172,1.0568640518215e-06,"274.03355","5-Phosphoribosylamine","HMDB0001128","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","C03090","*","neg"
"228.99380.3",7.1098534524948e-10,-0.745928060773118,0.113,0.189,3.78244203672723e-07,"228.99380",NA,NA,NA,NA,NA,NA,NA,"neg"
"244.02282.4",2.54424306390324e-11,-0.748514234360469,0.053,0.128,1.35353730999652e-08,"244.02282","O-Phosphohomoserine;
O-Phosphothreonine","HMDB0003484;
HMDB0011185","Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues","C01102;
C12147","*","neg"
"159.96558.3",1.17453982920322e-141,-0.76882746732799,0.959,0.992,6.24855189136115e-139,"159.96558",NA,NA,NA,NA,NA,NA,NA,"neg"
"326.10973.4",7.62513113480681e-32,-0.780234730713249,0.323,0.486,4.05656976371722e-29,"326.10973","N-(1-Deoxy-1-fructosyl)threonine","HMDB0037843","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,"*","neg"
"362.95960.3",3.2218657657685e-13,-0.792198876288354,0.069,0.159,1.71403258738884e-10,"362.95960",NA,NA,NA,NA,NA,NA,NA,"neg"
"124.00732",0,-0.8001791601909,1,1,0,"124.00732","Taurine","HMDB0000251","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","C00245","*","neg"
"162.95710.4",3.42320225514658e-15,-0.820186036106901,0.195,0.297,1.82114359973798e-12,"162.95710","Potassium lactate","HMDB0303745","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives",NA,"*","neg"
"239.01703.2",9.40889755216046e-20,-0.829399812832931,0.151,0.287,5.00553349774936e-17,"239.01703","L-Cystine","HMDB0000192","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","C00491","*","neg"
"132.94637.3",4.23725621757709e-13,-0.833941553217372,0.12,0.216,2.25422030775101e-10,"132.94637",NA,NA,NA,NA,NA,NA,NA,"neg"
"254.01551.3",3.13373087335048e-63,-0.846170279742917,0.534,0.705,1.66714482462246e-60,"254.01551","s-Allyl cysteine sulfoxide","HMDB0257393","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,"*","neg"
"245.05447.3",4.93889006917199e-20,-0.85033801774608,0.151,0.286,2.6274895167995e-17,"245.05447",NA,NA,NA,NA,NA,NA,NA,"neg"
"224.95798.4",7.55617667292814e-20,-0.850667124940014,0.219,0.342,4.01988598999777e-17,"224.95798",NA,NA,NA,NA,NA,NA,NA,"neg"
"225.06208.3",5.2127061177578e-23,-0.860018886038882,0.193,0.338,2.77315965464715e-20,"225.06208","5-Acetylamino-6-formylamino-3-methyluracil","HMDB0011105","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","C16365","**","neg"
"148.05028.4",1.86450123417595e-15,-0.870133628350207,0.04,0.13,9.91914656581604e-13,"148.05028",NA,NA,NA,NA,NA,NA,NA,"neg"
"126.00340.4",1.19524530417582e-15,-0.909087695570614,0.02,0.1,6.35870501821534e-13,"126.00340",NA,NA,NA,NA,NA,NA,NA,"neg"
"118.02289.4",2.70082829637516e-19,-0.928639795349253,0.121,0.247,1.43684065367159e-16,"118.02289",NA,NA,NA,NA,NA,NA,NA,"neg"
"887.56385.4",2.04885190376134e-13,-0.929220275222291,0.033,0.108,1.08998921280103e-10,"887.56385","PI(38:3)","HMDB0009792","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols",NA,"**","neg"
"506.28875.3",6.98315840406398e-18,-0.929323003728141,0.082,0.195,3.71504027096204e-15,"506.28875","(10E,15Z)-9,12,13-Trihydroxyoctadeca-10,15-dienoylcarnitine","HMDB0241542","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters",NA,"*","neg"
"217.01241.4",2.44999588339466e-13,-0.931537838427772,0.109,0.199,1.30339780996596e-10,"217.01241","alpha-Glycerophosphoric acid, fe(+3) salt (3:2);
beta-Glycerophosphoric acid, calcium salt (1:1)","HMDB0000126;
HMDB0002520","Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Glycerophospholipids;
Glycerophospholipids","Glycerophosphates;
Glycerophosphates","C00093;
C02979","*","neg"
"187.04237.2",7.48483357836716e-237,-0.931672657955717,0.989,0.996,3.98193146369133e-234,"187.04237","2-(3-Mercaptopropyl)pentanedioic acid","HMDB0245244","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,"**","neg"
"462.06696.3",4.95046570324697e-19,-0.937309325799302,0.172,0.3,2.63364775412739e-16,"462.06696","Adenylsuccinic acid","HMDB0000536","Benzenoids","Benzene and substituted derivatives","Biphenyls and derivatives","C03794","*","neg"
"346.05593.2",4.57398012098973e-49,-0.972363927466679,0.333,0.548,2.43335742436653e-46,"346.05593","Adenosine monophosphate;
2'-Deoxyguanosine 5'-monophosphate;
3'-AMP;
Adenosine 2'-phosphate","HMDB0000045;
HMDB0001044;
HMDB0003540;
HMDB0011617","Nucleosides, nucleotides, and analogues;
Nucleosides, nucleotides, and analogues;
Nucleosides, nucleotides, and analogues;
Organic oxygen compounds","Purine nucleotides;
Purine nucleotides;
Ribonucleoside 3'-phosphates;
Organooxygen compounds","Purine ribonucleotides;
Purine deoxyribonucleotides;
Unclassified;
Carbohydrates and carbohydrate conjugates","C00020;
C00362;
C01367;
C00946","**","neg"
"709.48395.4",4.06726736170064e-15,-0.983087369908196,0.027,0.107,2.16378623642474e-12,"709.48395","DG(18:0/PGJ2/0:0);
DG(PGJ2/18:0/0:0);
DG(18:0/0:0/PGJ2);
DG(PGJ2/0:0/18:0);
DG(i-18:0/PGJ2/0:0);
DG(PGJ2/i-18:0/0:0);
DG(i-18:0/0:0/PGJ2);
DG(PGJ2/0:0/i-18:0)","HMDB0295879;
HMDB0295880;
HMDB0295881;
HMDB0295882;
HMDB0299620;
HMDB0299621;
HMDB0299622;
HMDB0299623","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified;
Unclassified",";
;
;
;
;
;
;
","*","neg"
"209.04188.2",2.32355259348003e-78,-1.00778999993592,0.461,0.689,1.23612997973138e-75,"209.04188",NA,NA,NA,NA,NA,NA,NA,"neg"
"196.05468.3",4.88839366618591e-20,-1.02399012787027,0.053,0.168,2.60062543041091e-17,"196.05468",NA,NA,NA,NA,NA,NA,NA,"neg"
"270.09136.2",1.36089529548414e-16,-1.04888209304886,0.064,0.164,7.23996297197563e-14,"270.09136","Carbutamide","HMDB0249664","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides",NA,"*","neg"
"281.05180.3",1.27289229018806e-29,-1.08894976290418,0.195,0.367,6.77178698380046e-27,"281.05180","beta-D-3-Ribofuranosyluric acid","HMDB0029920","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","C05513","**","neg"
"218.06731.4",5.38031203866648e-23,-1.13187393518996,0.031,0.149,2.86232600457057e-20,"218.06731","8-[(Aminomethyl)sulfanyl]-6-sulfanyloctanoic acid","HMDB0013639","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,"*","neg"
"274.11194.3",7.20985441181609e-50,-1.14816152183789,0.206,0.438,3.83564254708616e-47,"274.11194","1,3-Di-o-tolylguanidine;
3'-Methyl-4-dimethylaminoazobenzene;
3'-Methyl-dimethylaminoazobenzene;
2-Methyl-4-(dimethylamino)azobenzene;
3-(Imidazol-1-ylmethyl)-2-propan-2-yl-1H-indole","HMDB0244162;
HMDB0246103;
HMDB0246104;
HMDB0246935;
HMDB0247324","Benzenoids;
Organoheterocyclic compounds;
Organoheterocyclic compounds;
Organoheterocyclic compounds;
Organoheterocyclic compounds","Benzene and substituted derivatives;
Azobenzenes;
Azobenzenes;
Azobenzenes;
Indoles and derivatives","Toluenes;
Unclassified;
Unclassified;
Unclassified;
Indoles",";
;
;
;
","*","neg"
"323.02867.3",4.06342432923181e-68,-1.19376189848824,0.303,0.546,2.16174174315132e-65,"323.02867","Uridine 5'-monophosphate;
Pseudouridine 5'-phosphate;
Uridine 2'-phosphate","HMDB0000288;
HMDB0001271;
HMDB0011641","Nucleosides, nucleotides, and analogues;
Organic oxygen compounds;
Organic oxygen compounds","Pyrimidine nucleotides;
Organooxygen compounds;
Organooxygen compounds","Pyrimidine ribonucleotides;
Carbohydrates and carbohydrate conjugates;
Carbohydrates and carbohydrate conjugates","C00105;
C01168;
C03031","**","neg"
"203.00784.3",1.1419660360454e-27,-1.21045841225524,0.084,0.236,6.07525931176154e-25,"203.00784",NA,NA,NA,NA,NA,NA,NA,"neg"
"606.07497.4",1.13885302036282e-18,-1.22971438100537,0.016,0.106,6.05869806833019e-16,"606.07497","Uridine diphosphate-N-acetylglucosamine;
Uridine diphosphate-N-acetylgalactosamine;
UDP-N-acetyl-D-mannosamine","HMDB0000290;
HMDB0000304;
HMDB0013112","Nucleosides, nucleotides, and analogues;
Nucleosides, nucleotides, and analogues;
Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides;
Pyrimidine nucleotides;
Pyrimidine nucleotides","Pyrimidine nucleotide sugars;
Pyrimidine nucleotide sugars;
Pyrimidine nucleotide sugars","C00043;
;
C01170","**","neg"
"214.04900.1",9.66140410132714e-258,-1.25514753709318,0.617,0.898,5.13986698190604e-255,"214.04900","Glucosamine;
Fructosamine;
beta-D-Glucosamine","HMDB0001514;
HMDB0002030;
HMDB0030091","Organic oxygen compounds;
Organic oxygen compounds;
Organic oxygen compounds","Organooxygen compounds;
Organooxygen compounds;
Organooxygen compounds","Carbohydrates and carbohydrate conjugates;
Carbohydrates and carbohydrate conjugates;
Carbohydrates and carbohydrate conjugates","C00329;
;
C08349","*","neg"
"685.48414.3",8.04486959743646e-50,-1.37639811683856,0.159,0.383,4.2798706258362e-47,"685.48414","DG(42:11)","HMDB0007585","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols",NA,"**","neg"
"185.02219.3",1.48205838722221e-33,-1.41363395404453,0.044,0.206,7.88455062002218e-31,"185.02219","L-Ribulose","HMDB0003371","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","C00508","*","neg"
"186.04585.2",2.61918985939202e-127,-1.45934223150051,0.36,0.711,1.39340900519655e-124,"186.04585",NA,NA,NA,NA,NA,NA,NA,"neg"
"244.06758.3",6.59099012597397e-28,-1.59957347084436,0.02,0.148,3.50640674701815e-25,"244.06758","5H-Pyrido(4,3-b)indole, 7-(6-fluoro-3-pyridinyl)-","HMDB0258664","Organoheterocyclic compounds","Indoles and derivatives","Pyridoindoles",NA,"*","neg"
"713.51474.4",1.86430496698339e-37,-1.67755988420341,0.038,0.21,9.91810242435164e-35,"713.51474","DG(44:11)","HMDB0007730","Lipids and lipid-like molecules","Glycerolipids","Diradylglycerols",NA,"**","neg"
