	proteomics	transcriptome	color	pathway
gobp_g_quadruplex_dna_unwinding	1.8307511	2.320097286	others	gobp_g_quadruplex_dna_unwinding
gobp_g0_to_g1_transition	1.414155398	0.313137812	others	gobp_g0_to_g1_transition
gobp_g1_to_g0_transition	-0.491047656	-0.071385799	others	gobp_g1_to_g0_transition
gobp_gabaergic_neuron_differentiation	0.07867956	-6.41387578	others	gobp_gabaergic_neuron_differentiation
gobp_galactolipid_biosynthetic_process	3.037079338	2.468668441	others	gobp_galactolipid_biosynthetic_process
gobp_galactolipid_metabolic_process	2.090641974	2.04818238	others	gobp_galactolipid_metabolic_process
gobp_galactose_catabolic_process	1.312544095	4.382662565	others	gobp_galactose_catabolic_process
gobp_galactose_metabolic_process	-0.191422163	2.092460407	others	gobp_galactose_metabolic_process
gobp_gamete_generation	0.266779055	0.088317993	others	gobp_gamete_generation
gobp_gamma_aminobutyric_acid_metabolic_process	-1.052229107	2.645074618	others	gobp_gamma_aminobutyric_acid_metabolic_process
gobp_gamma_aminobutyric_acid_secretion	1.051561627	-5.224777536	others	gobp_gamma_aminobutyric_acid_secretion
gobp_gamma_aminobutyric_acid_signaling_pathway	-0.215581918	-6.797570479	others	gobp_gamma_aminobutyric_acid_signaling_pathway
gobp_gamma_aminobutyric_acid_transport	1.071781934	-2.380561427	others	gobp_gamma_aminobutyric_acid_transport
gobp_gamma_delta_t_cell_activation	2.036839988	3.04995295	others	gobp_gamma_delta_t_cell_activation
gobp_gamma_delta_t_cell_differentiation	1.528407255	-0.448297191	others	gobp_gamma_delta_t_cell_differentiation
gobp_ganglion_development	0.85202088	-5.038617507	others	gobp_ganglion_development
gobp_ganglioside_biosynthetic_process	2.189536303	-3.105302012	others	gobp_ganglioside_biosynthetic_process
gobp_ganglioside_biosynthetic_process_via_lactosylceramide	2.189536303	-3.185271294	others	gobp_ganglioside_biosynthetic_process_via_lactosylceramide
gobp_ganglioside_catabolic_process	1.406915156	3.477288917	others	gobp_ganglioside_catabolic_process
gobp_ganglioside_metabolic_process	3.391804091	-0.565687268	others	gobp_ganglioside_metabolic_process
gobp_gap_junction_assembly	-0.822352794	-3.777957685	others	gobp_gap_junction_assembly
gobp_gas_homeostasis	0.169237585	0.240780179	others	gobp_gas_homeostasis
gobp_gas_transport	-3.52588051	-4.217223029	others	gobp_gas_transport
gobp_gastric_acid_secretion	-1.478269164	-2.023362294	others	gobp_gastric_acid_secretion
gobp_gastric_motility	3.95804469	5.264386513	others	gobp_gastric_motility
gobp_gastro_intestinal_system_smooth_muscle_contraction	-1.211082247	-3.511648676	others	gobp_gastro_intestinal_system_smooth_muscle_contraction
gobp_gastrulation	-4.012734952	-6.529210773	others	gobp_gastrulation
gobp_gastrulation_with_mouth_forming_second	-3.278549292	-6.067105963	others	gobp_gastrulation_with_mouth_forming_second
gobp_gdp_mannose_metabolic_process	1.787618853	2.053049937	others	gobp_gdp_mannose_metabolic_process
gobp_gdp_metabolic_process	-1.17493025	2.106918657	others	gobp_gdp_metabolic_process
gobp_gene_silencing_by_rna	0.938554955	-0.258911581	others	gobp_gene_silencing_by_rna
gobp_generation_of_precursor_metabolites_and_energy	0.696801816	2.07140011	others	gobp_generation_of_precursor_metabolites_and_energy
gobp_genitalia_development	1.27275381	-1.644007378	others	gobp_genitalia_development
gobp_genitalia_morphogenesis	-0.609762057	-0.530708398	others	gobp_genitalia_morphogenesis
gobp_genomic_imprinting	-2.279241572	-2.527020622	others	gobp_genomic_imprinting
gobp_germ_cell_development	-0.055267099	-0.815353909	others	gobp_germ_cell_development
gobp_germ_cell_migration	0.361034914	-2.757167984	others	gobp_germ_cell_migration
gobp_germ_cell_proliferation	3.370709814	3.382495406	others	gobp_germ_cell_proliferation
gobp_germinal_center_b_cell_differentiation	1.248838406	3.606092725	others	gobp_germinal_center_b_cell_differentiation
gobp_germinal_center_formation	1.175806189	3.280045936	others	gobp_germinal_center_formation
gobp_gland_development	-3.932593546	-7.315414725	others	gobp_gland_development
gobp_gland_morphogenesis	-3.24709564	-6.725158638	others	gobp_gland_morphogenesis
gobp_glandular_epithelial_cell_development	1.404272689	-5.196821535	others	gobp_glandular_epithelial_cell_development
gobp_glandular_epithelial_cell_differentiation	1.133203505	-5.361647749	others	gobp_glandular_epithelial_cell_differentiation
gobp_glial_cell_apoptotic_process	3.240221839	-0.47632867	others	gobp_glial_cell_apoptotic_process
gobp_glial_cell_derived_neurotrophic_factor_receptor_signaling_pathway	-1.245984736	-2.307265204	others	gobp_glial_cell_derived_neurotrophic_factor_receptor_signaling_pathway
gobp_glial_cell_development	-0.73460589	-3.92077625	others	gobp_glial_cell_development
gobp_glial_cell_differentiation	0.155212597	-4.33083503	others	gobp_glial_cell_differentiation
gobp_glial_cell_fate_commitment	-2.106096954	-3.435460444	others	gobp_glial_cell_fate_commitment
gobp_glial_cell_migration	-0.019949264	-3.590919947	others	gobp_glial_cell_migration
gobp_glial_cell_proliferation	3.517704898	-0.461056622	others	gobp_glial_cell_proliferation
gobp_gliogenesis	0.642074779	-3.721579565	others	gobp_gliogenesis
gobp_glomerular_basement_membrane_development	-2.454872098	-4.247012149	others	gobp_glomerular_basement_membrane_development
gobp_glomerular_epithelial_cell_development	-3.146646211	-4.953601741	others	gobp_glomerular_epithelial_cell_development
gobp_glomerular_epithelial_cell_differentiation	-2.514214662	-4.450527397	others	gobp_glomerular_epithelial_cell_differentiation
gobp_glomerular_epithelium_development	-3.320694158	-4.989356795	others	gobp_glomerular_epithelium_development
gobp_glomerular_mesangial_cell_development	-2.179845158	-8.592892359	others	gobp_glomerular_mesangial_cell_development
gobp_glomerular_mesangial_cell_proliferation	-3.514141481	-7.525693092	others	gobp_glomerular_mesangial_cell_proliferation
gobp_glomerular_mesangium_development	-4.331499819	-8.924768803	others	gobp_glomerular_mesangium_development
gobp_glomerular_visceral_epithelial_cell_migration	-4.697921444	-5.845373973	others	gobp_glomerular_visceral_epithelial_cell_migration
gobp_glomerulus_development	-3.496921221	-8.855645098	others	gobp_glomerulus_development
gobp_glomerulus_morphogenesis	-3.481727395	-7.474860049	others	gobp_glomerulus_morphogenesis
gobp_glomerulus_vasculature_morphogenesis	-3.774603375	-6.60127579	others	gobp_glomerulus_vasculature_morphogenesis
gobp_glucan_biosynthetic_process	-1.613158396	-1.389065357	others	gobp_glucan_biosynthetic_process
gobp_glucocorticoid_biosynthetic_process	2.800400683	-6.461022514	others	gobp_glucocorticoid_biosynthetic_process
gobp_glucocorticoid_metabolic_process	-1.122403217	-7.08098243	others	gobp_glucocorticoid_metabolic_process
gobp_glucocorticoid_secretion	0.256601411	-5.343386779	others	gobp_glucocorticoid_secretion
gobp_glucosamine_containing_compound_catabolic_process	-0.144649311	4.765340332	others	gobp_glucosamine_containing_compound_catabolic_process
gobp_glucosamine_containing_compound_metabolic_process	1.515082947	-1.040683096	others	gobp_glucosamine_containing_compound_metabolic_process
gobp_glucose_6_phosphate_metabolic_process	1.481913451	3.803652776	others	gobp_glucose_6_phosphate_metabolic_process
gobp_glucose_catabolic_process	0.63278605	0.370103918	others	gobp_glucose_catabolic_process
gobp_glucose_import	-3.499812179	-3.101976963	others	gobp_glucose_import
gobp_glucose_import_across_plasma_membrane	-0.757205349	-3.585353711	others	gobp_glucose_import_across_plasma_membrane
gobp_glucose_import_in_response_to_insulin_stimulus	-2.715771493	-2.457191869	others	gobp_glucose_import_in_response_to_insulin_stimulus
gobp_glucose_metabolic_process	-0.353980964	-0.454958144	others	gobp_glucose_metabolic_process
gobp_glucosylceramide_metabolic_process	3.543907144	2.008875328	others	gobp_glucosylceramide_metabolic_process
gobp_glutamate_biosynthetic_process	0.776228427	-1.237964709	others	gobp_glutamate_biosynthetic_process
gobp_glutamate_catabolic_process	1.751017619	0.451034685	others	gobp_glutamate_catabolic_process
gobp_glutamate_homeostasis	0.02147743	1.029590827	others	gobp_glutamate_homeostasis
gobp_glutamate_metabolic_process	0.798347789	1.654608825	others	gobp_glutamate_metabolic_process
gobp_glutamate_receptor_signaling_pathway	-1.711178739	-3.010748932	others	gobp_glutamate_receptor_signaling_pathway
gobp_glutamate_reuptake	-0.949881716	-1.879148911	others	gobp_glutamate_reuptake
gobp_glutamate_secretion	0.213656627	-4.885673062	others	gobp_glutamate_secretion
gobp_glutamate_secretion_neurotransmission	0.364235444	-0.652850121	others	gobp_glutamate_secretion_neurotransmission
gobp_glutamine_family_amino_acid_biosynthetic_process	0.735857919	0.154231298	others	gobp_glutamine_family_amino_acid_biosynthetic_process
gobp_glutamine_family_amino_acid_catabolic_process	-0.733376827	-1.511371352	others	gobp_glutamine_family_amino_acid_catabolic_process
gobp_glutamine_family_amino_acid_metabolic_process	-0.124086503	-0.067212502	others	gobp_glutamine_family_amino_acid_metabolic_process
gobp_glutamine_metabolic_process	1.016285947	1.221655489	others	gobp_glutamine_metabolic_process
gobp_glutamine_transport	1.598623857	0.191182867	others	gobp_glutamine_transport
gobp_glutathione_catabolic_process	-2.259098345	-4.276222103	others	gobp_glutathione_catabolic_process
gobp_glutathione_metabolic_process	-1.837869415	0.328330877	others	gobp_glutathione_metabolic_process
gobp_glycerol_3_phosphate_metabolic_process	-0.461063059	-0.146174901	others	gobp_glycerol_3_phosphate_metabolic_process
gobp_glycerol_ether_metabolic_process	2.796864427	3.305327705	others	gobp_glycerol_ether_metabolic_process
gobp_glycerol_transport	-2.757896621	-1.259109291	others	gobp_glycerol_transport
gobp_glycerolipid_biosynthetic_process	0.406734734	-0.891076213	others	gobp_glycerolipid_biosynthetic_process
gobp_glycerolipid_catabolic_process	0.160886451	1.150857226	others	gobp_glycerolipid_catabolic_process
gobp_glycerolipid_metabolic_process	0.456657452	-0.39382326	others	gobp_glycerolipid_metabolic_process
gobp_glycerophospholipid_biosynthetic_process	0.58667352	-1.418288292	others	gobp_glycerophospholipid_biosynthetic_process
gobp_glycerophospholipid_catabolic_process	0.468597865	1.530188948	others	gobp_glycerophospholipid_catabolic_process
gobp_glycerophospholipid_metabolic_process	0.336327366	-0.781309917	others	gobp_glycerophospholipid_metabolic_process
gobp_glycine_biosynthetic_process	-0.462046443	1.635475016	others	gobp_glycine_biosynthetic_process
gobp_glycine_metabolic_process	0.235422626	2.329751511	others	gobp_glycine_metabolic_process
gobp_glycine_transport	-0.599465778	-0.666202406	others	gobp_glycine_transport
gobp_glycolipid_biosynthetic_process	3.771368034	-0.230405038	others	gobp_glycolipid_biosynthetic_process
gobp_glycolipid_catabolic_process	1.25039019	2.717114011	others	gobp_glycolipid_catabolic_process
gobp_glycolipid_transport	2.956735116	0.589473315	others	gobp_glycolipid_transport
gobp_glycolytic_fermentation	0.615083788	-0.43406821	others	gobp_glycolytic_fermentation
gobp_glycolytic_process_through_fructose_6_phosphate	0.702879914	1.858060553	others	gobp_glycolytic_process_through_fructose_6_phosphate
gobp_glycoprotein_biosynthetic_process	3.854103632	-2.276383828	others	gobp_glycoprotein_biosynthetic_process
gobp_glycoprotein_catabolic_process	0.736594994	1.729168932	others	gobp_glycoprotein_catabolic_process
gobp_glycoprotein_metabolic_process	3.474302679	-2.245339041	others	gobp_glycoprotein_metabolic_process
gobp_glycosaminoglycan_catabolic_process	-0.510081351	-1.059198585	others	gobp_glycosaminoglycan_catabolic_process
gobp_glycoside_catabolic_process	0.193817642	1.501524789	others	gobp_glycoside_catabolic_process
gobp_glycoside_metabolic_process	1.25191533	1.715867175	others	gobp_glycoside_metabolic_process
gobp_glycoside_transport	-0.20479489	-0.644467702	others	gobp_glycoside_transport
gobp_glycosphingolipid_biosynthetic_process	3.780542228	-1.428654551	others	gobp_glycosphingolipid_biosynthetic_process
gobp_glycosphingolipid_metabolic_process	3.641192429	0.174965616	others	gobp_glycosphingolipid_metabolic_process
gobp_glycosyl_compound_biosynthetic_process	-1.839408865	-0.153182772	others	gobp_glycosyl_compound_biosynthetic_process
gobp_glycosyl_compound_catabolic_process	2.279109525	5.973221692	others	gobp_glycosyl_compound_catabolic_process
gobp_glycosyl_compound_metabolic_process	2.570305452	5.566810846	others	gobp_glycosyl_compound_metabolic_process
gobp_glycosylation	3.455358875	-1.255698608	others	gobp_glycosylation
gobp_glycosylceramide_biosynthetic_process	3.053914414	2.20122503	others	gobp_glycosylceramide_biosynthetic_process
gobp_glycosylceramide_catabolic_process	1.073276275	2.025018086	others	gobp_glycosylceramide_catabolic_process
gobp_glycosylceramide_metabolic_process	2.262754204	0.588102432	others	gobp_glycosylceramide_metabolic_process
gobp_glyoxylate_metabolic_process	-1.515646275	1.930810612	others	gobp_glyoxylate_metabolic_process
gobp_gmp_biosynthetic_process	0.603469538	1.345203861	others	gobp_gmp_biosynthetic_process
gobp_gmp_metabolic_process	-0.502750341	2.663332452	others	gobp_gmp_metabolic_process
gobp_gmp_salvage	-0.214421225	1.312203094	others	gobp_gmp_salvage
gobp_golgi_disassembly	-0.009318132	-1.469616567	others	gobp_golgi_disassembly
gobp_golgi_localization	0.645070623	-2.291444754	others	gobp_golgi_localization
gobp_golgi_organization	1.0957777	0.443393945	others	gobp_golgi_organization
gobp_golgi_ribbon_formation	0.801815871	0.85451604	others	gobp_golgi_ribbon_formation
gobp_golgi_to_endosome_transport	-0.054051697	0.399326925	others	gobp_golgi_to_endosome_transport
gobp_golgi_to_lysosome_transport	0.001256357	-2.29446604	others	gobp_golgi_to_lysosome_transport
gobp_golgi_to_plasma_membrane_protein_transport	-0.392643414	0.348184163	others	gobp_golgi_to_plasma_membrane_protein_transport
gobp_golgi_to_plasma_membrane_transport	-1.594498667	-0.486434256	others	gobp_golgi_to_plasma_membrane_transport
gobp_golgi_to_vacuole_transport	0.831727169	-1.835387055	others	gobp_golgi_to_vacuole_transport
gobp_golgi_vesicle_budding	0.723846358	1.704130457	others	gobp_golgi_vesicle_budding
gobp_golgi_vesicle_transport	3.282018879	1.018180238	others	gobp_golgi_vesicle_transport
gobp_gonadotropin_secretion	-1.410379974	-7.576046501	others	gobp_gonadotropin_secretion
gobp_gpi_anchor_metabolic_process	3.339095273	0.702161814	others	gobp_gpi_anchor_metabolic_process
gobp_granulocyte_activation	4.003870505	6.552546383	others	gobp_granulocyte_activation
gobp_granulocyte_chemotaxis	0.047684578	2.988933872	others	gobp_granulocyte_chemotaxis
gobp_granulocyte_colony_stimulating_factor_production	-1.758902988	-0.622624728	others	gobp_granulocyte_colony_stimulating_factor_production
gobp_granulocyte_differentiation	1.100818218	-0.463254889	others	gobp_granulocyte_differentiation
gobp_granulocyte_macrophage_colony_stimulating_factor_production	3.700752155	7.589698231	others	gobp_granulocyte_macrophage_colony_stimulating_factor_production
gobp_granulocyte_migration	-0.013855095	3.078651298	others	gobp_granulocyte_migration
gobp_granzyme_mediated_programmed_cell_death_signaling_pathway	2.070977118	5.300195056	others	gobp_granzyme_mediated_programmed_cell_death_signaling_pathway
gobp_grooming_behavior	-0.184452677	-1.772094629	others	gobp_grooming_behavior
gobp_growth	-2.165836886	-5.597884274	others	gobp_growth
gobp_growth_hormone_receptor_signaling_pathway_via_jak_stat	1.671273232	4.116923159	others	gobp_growth_hormone_receptor_signaling_pathway_via_jak_stat
gobp_growth_hormone_secretion	1.537805492	-0.155449204	others	gobp_growth_hormone_secretion
